id,color
49-4689,red
06-2331,red
94-3047,red
93-4858,red
13-6056,red
63-6133,red
s-PhoebeSengers,red
h-TRHansen,red
b-JakobEBardram,red
84-35,red
a-GDAbowd,red
55-6028,red
194-3919,red
33-6188,red
139-7894,red
24-1434,red
96-10579-1,red
92-5352,red
18-9063,red
58-6608,red
24-803-6,red
21-6419,red
84-2154,skyblue
f-PeterFankhauser,red
183-0640,red
b-LadjelBellatreche,red
b-MariaBielikova,red
63-3490,red
85-2842,red
73-2072,red
29-10310,red
n-BorisNovikov,red
91-4324,red
r-ThomasRisse,red
r-OscarRomero,red
151-1439,red
35-3913,red
41-3391,red
29-5948,red
20-7403,red
229-6445,red
231-5909,red
139-1191,red
c-AlexandraICristea,red
63-8468,red
25-5167,red
62-46,red
117-8663,red
69-4767,red
70-11205,red
84-163,red
28-5586,red
152-9234,red
61-8157,red
172-8717,red
117-6023,red
222-8905,red
94-7935,red
298-2608,red
45-8919-1,red
238-1242,red
238-1264,red
20-2519,red
238-1034,red
238-1221,red
b-FadilaBentayeb,red
93-4640,red
f-MirianHalfeldFerrariAlves,red
44-1706,red
166-7559,red
42-1001,red
50-11142,red
28-2137,red
38-10105,red
92-2179,red
132-6827,red
60-7238,red
160-4352,red
162-7707,red
43-11366,red
91-1410,red
l-ChristophLange2,red
p-ElenaPaslaruBontasSimperl,red
300-8321,red
09-10282,red
43-9678,red
63-4123,red
62-1193,red
42-7605,red
50-9732,red
277-0444,red
72-4968,red
220-3515,red
180-1858,red
71-4882,red
45-3337,red
33-2610,red
56-3767,red
90-3132,red
318-5015,red
124-8415,red
82-5803,red
146-8612,red
l-PHLewis,red
13-905,red
54-2140,red
360-0699,red
74-2147,red
a-GrigorisAntoniou,red
b-KalinaBontcheva,red
95-6661,red
144-0506,red
g-GuidoGovernatori,red
h-AidanHogan,red
02-3657,red
58-6679,red
65-4336,red
264-7126,red
41-6317-2,red
01-1768,red
29-7870,red
65-9656,red
14-9377,red
b-BettinaBerendt,red
33-3876,red
h-LauraHollink,red
l-MarkusLuczakRosch,red
40-1153,red
12-1983,red
25-8883,red
10-57,red
85-3960,red
117-3917,red
252-8453,red
203-0176,red
28-3849,red
180-4530,red
56-1006,red
50-3138,red
s-StefanSiersdorfer,red
220-0906,red
36-6753,red
153-0542,red
b-ZohraBellahsene,red
322-3827,red
284-7132,red
348-3918,red
363-3031,red
25-982,red
k-PhilippKarger,red
o-DanielOlmedilla,red
36-1156,red
d-ErikDuval,red
18-1805,red
76-2760,red
84-6876,red
22-2002,red
166-6355,red
117-4348,red
61-7424,red
360-1177,red
271-7833,red
271-7971,red
59-5877,red
150-8925,red
72-4569,red
05-6939,red
18-727,red
287-5089,red
267-6620,red
291-3153,red
11-4055,red
z-AnnaVZhdanova,red
120-5281,red
133-1096-1,red
250-9498,red
144-6739,red
93-1485,red
05-1259,red
332-8308,red
172-5922,red
269-9795,red
178-3688,red
84-9886,red
126-3532,red
318-7463,red
302-4336,red
47-3312,red
17-9763,red
302-4169,red
b-FabianBeck,red
95-5120,red
153-5381,red
40-3446,red
w-MarianneWinslett,red
95-2771,red
76-1783,skyblue
246-8309,red
297-4759,red
297-4239,red
263-6769,red
241-6275,red
08-11295,red
192-7511,red
141-8540,red
r-RaghuReddy,red
44-7025,red
295-8993,red
65-3507,red
322-1909,red
263-3213,red
07-840,red
332-7115,red
286-1500,red
286-1785,red
266-7727,red
46-7215,red
246-5344,red
337-2786,red
149-5222,red
322-2248,red
278-2636,red
138-3209,red
352-3442,red
67-103-2,red
93-511,red
79-5489,red
296-4174,red
296-4166,red
360-9944,red
361-0155,red
360-7581,red
69-3337,red
09-6043,red
246-5363,red
53-4001,red
239-2063,red
192-7494,red
51-5979-1,red
241-5957,red
297-4080,red
29-6724,red
262-0589,red
69-253,red
00-6395,red
243-2549,red
27-2828,red
193-1629,red
67-6188,red
296-3672,red
321-8120,red
347-8075,red
138-6356,red
261-6669,red
204-3759,red
143-7446,red
334-0534,red
t-VincentSMTseng,skyblue
60-7789,red
86-1953-1,red
119-4222,red
02-1783,red
w-GeoffreyIWebb,red
z-ZhongfeiMarkZhang,red
19-3761,red
04-2562,red
220-9188,red
220-9228,red
169-4600,red
31-1762,red
93-2166,red
175-5540,red
58-3976,red
87-660-2,red
198-8678,red
96-3245,red
53-5475-2,red
64-4458,red
08-7329,red
120-1596,red
123-0615,red
119-0699,red
08-5052,red
156-2206,red
00-6901,red
32-1759,red
20-662,red
42-6270,red
38-6702,red
88-1399,red
21-3362,red
20-6973,red
25-4943,red
67-11241,red
79-2873,red
91-6399,red
60-6747,red
40-5800,red
31-10112,red
147-9540,red
81-11475,red
39-6301-18,red
06-3141,red
09-41,red
87-1312,red
09-8008,red
116-4939,red
43-6010,red
138-2444,red
74-1507,red
215-6210,red
63-3158,red
64-1466,red
36-6121,red
145-5903,red
41-912,red
76-2649,red
c-HanChiehChao,red
21-1513,red
79-4169,red
67-7092,red
24-3057,red
06-906,red
64-436,red
66-5895,red
10-4195,red
80-3192,red
78-4554,red
09-5179,red
185-8203,red
141-7415,red
157-9601,red
32-8636,red
03-3371,red
190-2580,red
87-2048,red
z-ZhiHuaZhou,red
64-5833,red
71-5859,red
193-2564,red
167-3222,red
08-10247,red
59-2340,red
91-3941,red
20-5454,red
50-680,red
98-9047,red
27-9048,red
156-4022,red
238-4212,red
39-3024,red
72-9456,red
99-1412,red
29-3231,red
20-4725,red
84-679,red
75-10453,red
82-5804,red
59-5735,red
52-1863,red
77-3351,red
20-1926,red
188-8240,red
48-76-16,red
277-9221,red
163-6471,red
02-6979,red
48-3960,red
138-8102,red
26-680,red
18-1840,red
m-BMitschang,red
p-DPedreschi,red
b-CBettini,red
167-6459,red
51-5211,red
c-DianeJCook,red
l-JimingLiu-1,red
342-5996,red
14-10064,red
28-7288,red
321-6545,red
293-9459,red
79-113,red
26-3998,red
88-2018,red
42-1523,red
75-1102,red
29-5543,red
232-5600,red
70-538,red
31-6396,red
58-3203,red
52-5147,red
83-9436,red
192-3814,red
84-3187,red
180-0546,red
180-0509,red
180-0461,red
146-2982,red
206-8912,red
59-3914,red
91-112-4,red
54-3891,red
02-4017,red
30-10109,red
10-6979,red
55-4066,red
33-1462,red
180-0551,red
94-1267,red
72-8546,red
62-1273,red
08-1812,red
70-3136,red
80-10347,red
137-6858,red
197-0505,red
69-2838,red
232-8736,red
151-8630,red
53-11481,red
73-6009,red
52-5285-6,red
43-7617,red
138-2571,red
77-10715,red
99-3459,red
139-4320,red
218-0473,red
134-3394,red
63-4011,red
143-2042,red
43-5134-8,red
09-11202,red
317-7958,red
97-2588,red
49-4732,red
12-6197,red
11-4144,red
166-5273,red
05-3382-3,red
159-1474,red
96-6150,red
57-9993,red
54-8558,red
319-9649,red
93-4551,red
319-9438,red
95-2286,red
34-4477,red
152-4881,red
10-3691,red
49-6816,red
88-6295,red
23-2735,red
19-5001,red
57-2496,red
d-MinYuhDay,red
02-5132,red
04-1427,red
13-788,red
34-3870-5,red
27-561,red
183-0977,red
156-0429,red
302-7766,red
58-2249,red
17-221,red
08-57,red
182-2597,red
91-8171,red
87-1585-13,red
09-3666,red
262-1686,red
249-3323,red
230-5189,red
230-4727,red
47-988,red
212-1984,red
207-8960,red
207-9024,red
33-691,red
191-1989,red
162-3209,red
29-3634,red
00-3729,red
14-7555,red
39-3724,red
161-8933,red
06-4829,red
189-7803,red
87-10907,red
83-2833,red
99-10437,red
240-7203,red
16-2881,red
36-9449,red
22-8937,red
87-8709,red
44-226,red
151-3987,red
238-4186,red
152-7607,red
132-3464,red
39-9445,red
152-7621,red
15-350,red
180-2479,red
20-1319,red
12-5444,red
90-5542,red
48-9528,red
35-4941,red
52-7758,red
26-4877,red
34-6910,red
132-4914,red
143-6665,red
143-6675,red
63-1099,red
124-0945,red
185-5607,red
232-8747,red
299-8193,red
315-7833,red
315-8237,red
181-1317,red
315-8451,red
256-2295,red
315-8197,red
10-4757,red
s-MarkSanderson,red
f-AdaWaiCheeFu,red
03-489,red
144-4961,red
d-DeboraDonato,red
87-1585-4,red
161-2738,red
148-8793,red
24-7739,red
153-0516,red
42-3093,red
55-4182,red
00-5751,red
156-3988,red
z-DanielDajunZeng,red
09-6487,red
x-ChunxiaoXing,red
c-HsinchunChen,red
14-374-1,red
98-3341-1,red
73-5043,red
j-RameshJain,red
218-7793,red
84-4114,red
h-AlexanderGHauptmann,red
45-956,red
57-3330,red
l-AlexanderCLoui,red
12-5444-1,red
86-5857,red
97-6505,red
85-1301,red
47-8844,red
11-652,red
70-4969,red
76-1393,red
20-1550,red
47-5620,red
08-4396,red
20-1583,red
71-4716-4,red
t-KayChenTan,red
58-2670-2,red
b-JamesBailey,red
97-1333,red
175-5312,red
36-2301-2,red
38-2109,red
87-1880,red
37-3188,red
l-AlexXLiu,red
90-7704,skyblue
326-9189,red
128-4170,red
289-3171,red
310-8634,red
94-5786,red
146-7861,red
64-7497,red
84-6339,red
h-SeifHaridi,red
61-7259,red
183-5118,red
201-9309,red
s-ChristianSchulte,red
250-3248,red
47-1386,red
370-3918,red
271-5436,red
12-2336,red
77-7648,red
320-9449,red
s-SherifSakr,red
34-6431,red
38-50,red
150-6423,red
00-6318,red
05-11025-1,red
246-0524,red
186-4493,red
164-6057,red
g-JamesGross,red
290-1583,red
08-2779,red
344-0855,red
245-8682,red
01-322-7,red
v-KostasVandikas,red
140-0803,red
60-1724,red
132-6943,skyblue
170-7678,red
99-4437,red
b-ABestavros,red
142-7810,red
66-4739,red
204-9338,red
188-9957-1,red
250-3338,red
55-6560,red
12-8780,red
01-6280,red
70-3728,red
181-5922,red
59-563,red
65-5718,red
136-7953,red
37-9373,red
76-6407,red
16-3869,red
81-7083,red
59-6288,red
151-7519,red
28-9187-3,red
m-IbrahimMatta,red
124-7278,red
28-10038,red
39-9312,red
85-2489,red
29-9884,red
36-2474,red
143-2670,red
29-3132,red
85-3208,red
139-4230,red
h-JanHidders,red
33-5916,red
281-6816,red
95-3517,red
91-7933,red
93-3568,red
205-4727,red
93-24,red
10-1388-3,red
50-7441,red
93-3423,red
27-3988,red
151-1414,red
53-3654,red
154-4519,red
62-3310,red
11-7258,red
12-6940,red
69-4914,red
75-2905,red
125-6236,red
26-512,red
34-508,skyblue
19-3640,red
65-6063,red
22-6224,red
12-4904,red
97-3974,red
08-6457,red
37-1629-1,red
52-5285-1,red
188-9375,red
188-9316,red
167-5904,red
12-8574,red
263-3526,red
34-4593,red
24-7129,red
25-8059,red
27-8749,red
69-6305,red
299-7610,red
127-8446,red
g-RHGuting,red
57-1331,red
43-5070,red
206-0037,red
79-7209,red
70-6258,red
205-8017,red
299-0529-2,red
27-6562,red
54-7220,red
99-10437-2,red
33-2897,red
205-1704,red
47-11271,red
98-5602,red
337-4233,red
326-9589,red
204-9840,red
139-1619,red
79-7111,red
89-6091,red
190-4509,red
293-6355,red
293-6514,red
28-1302,red
194-1086,red
m-DennisMcLeod,red
201-5520,red
28-6364,red
51-4632,red
39-8159,red
55-7258,red
22-8159,red
18-6067,red
00-6278,red
96-5008,red
358-6589,red
61-6896,red
143-4756,red
20-6679-4,red
28-2227,red
02-3016,red
n-RamakantNevatia,red
333-2957,red
333-3886,red
23-6740,red
204-2458,red
53-6791,red
122-8715,red
141-1290,red
57-3421,red
141-9508,red
141-9487,red
141-9546,red
57-11101,red
28-6081,red
228-1912,red
341-9788,red
136-0798,red
341-7604,red
73-6323,red
266-9835,red
266-9841,red
256-6783,red
266-9847,red
266-9850,red
p-THPayne,red
266-9833,red
42-1682,red
61-10397,red
261-9653,red
315-3373,red
83-5117,red
256-2048,red
30-4584,red
t-RobertoTamassia,red
263-2171,red
61-2397,red
341-7831,red
341-7224,red
254-3607,red
58-8510,red
29-6143,red
27-3795,red
313-9716,red
s-CyrusShahabi,skyblue
b-OmarBoucelma,red
s-HananSamet,red
h-XiaohuaHu,red
l-TsauYoungLin,red
r-VVRaghavan1,red
w-BenjaminWWah,red
b-RABaezaYates,red
f-GeoffreyFox,red
88-5808-1,red
19-6687,red
54-3488-1,red
60-838,red
n-RaghuOthayothNambiar,red
40-1650,red
26-6914,red
26-1822,red
127-4129,red
170-8990,red
136-7929,red
255-0132,red
255-0220,red
266-6139,red
125-2771,red
87-2250,red
229-4038,red
229-4034,red
234-3106,red
67-3593,red
45-6374,red
120-9715-1,red
k-LatifurKhan,red
295-3467,red
94-10961,red
98-635,red
13-1936,red
207-7595,red
198-7669,red
207-7637,red
207-7832,red
72-5849,red
68-2129,red
142-8260,red
255-6292,red
123-7416,red
o-AntonioOrtega,red
39-2145,red
55-7029,red
92-6478,red
86-2645-2,red
42-5567,red
176-1424,red
229-8674,red
222-6721-1,red
37-1148,red
85-3263,red
59-3290,red
80-584,red
41-10574,red
73-2476,red
c-CClaramunt,red
04-6684,red
86-4984,red
18-4584,red
24-10036,red
155-3181-1,red
22-1170,red
36-360-1,red
82-2305,red
83-1541,red
48-6271,red
03-1070,red
181-2714,red
06-7182,red
03-2507,red
340-7728,red
222-6959,red
183-1666,red
73-6817,red
87-7206,red
64-2503,red
50-6413,red
71-1219,red
89-903,red
17-5223,red
84-3439,red
11-5456,red
g-AmolGhoting,red
30-1789,red
35-3128,red
78-3671,red
94-465,red
49-3860,red
19-5368,red
44-1716,red
74-672,red
15-2453,red
p-CaltonPu,red
302-0867,red
200-2467,red
90-1681,red
37-5126-1,red
18-10459,red
s-MihaelavanderSchaar,red
82-2392,red
154-6315,red
186-5724,red
188-3843,red
273-7646,red
62-10348,red
286-4357,red
88-11535,red
25-6206,red
284-7134,red
123-0500,red
191-6688,red
305-4912,red
235-3434,red
75-6070,red
a-YigalArens,red
69-2313,red
f-StevenFeiner,red
g-LuisGravano,red
15-4175,red
47-2454,red
k-JudithKlavans,red
20-4002,red
20-5420,red
65-4111,red
69-8725,red
37-4391,red
45-2530,red
33-5037,red
86-5977,red
66-5080,red
332-7678,red
164-7314,red
l-YanLiu2,red
24-6907,red
39-1746,red
273-7050,red
273-6836,red
g-LeanaGolubchik,red
23-3016,red
67-2406,red
33-4209,red
56-5556,red
50-6707,red
16-4317,red
95-6985-20,red
09-1365-8,red
70-2254,red
83-3033,red
m-SMinton,red
68-3613,red
148-5510,red
70-5691,red
64-219,red
08-2168,red
210-8162,red
229-8691,red
46-2974,red
193-1463,red
93-3669-3,red
295-7085,red
295-6870,red
295-6725,red
200-8304,red
170-5403,red
05-2819,red
124-3625,red
19-4809,red
80-4106,red
52-4820,red
52-4897,red
98-3451,red
03-9922,red
18-5010,red
23-6504,red
35-5676,red
80-5412,red
36-4118,red
98-10212,red
l-PALarson,red
353-1661,red
242-7584,red
280-3455,red
04-116,red
222-5913,red
32-8749,red
34-3891,red
229-4033,red
26-788,red
87-285-2,red
09-940,red
74-2686,red
35-2274,red
173-0210,red
a-NAshish,red
93-2334-8,red
58-2012,red
77-1356,red
38-1632,red
159-6246,red
127-4118,red
k-CCJayKuo,red
84-4809-1,red
194-2704,red
65-11145,red
319-7241,red
149-0955,red
07-6378,red
178-7239,red
15-2775,red
49-8716,red
200-2399,red
211-3980,red
190-1566,red
181-2821,red
211-4001,red
211-3973,red
96-9302,red
52-651,red
211-3979,red
230-3946,red
35-4073-2,red
w-ZhengWang10,red
03-5454,red
117-9414,red
33-2387,red
126-2543,red
87-6503,red
23-3419,red
156-1840,red
190-9956,red
77-1464,red
223-1283,red
s-VaidySSunderam,red
l-MingLi3,red
79-7126,red
172-6922,red
91-1770,red
67-4540,red
87-5549,red
17-1104,red
72-5218,red
33-5304,red
277-7040,red
40-7648,red
277-7086,red
43-3924,red
80-2991,red
26-1535,red
158-9286,red
126-4028,red
42-8098,red
32-848,red
18-4087,red
242-6386,red
77-960,red
g-AshishGoel,red
09-5394-3,red
h-JohnSHeidemann,red
70-9181,red
132-4918,red
77-4813,red
02-7258,red
45-3216,red
22-1803,red
68-1447,red
255-0205,red
83-2548,red
76-5890,red
133-3824,red
219-2224,red
06-7021,red
82-599,red
72-2112,red
62-4483,red
59-4854,red
122-1646,red
39-1492,red
69-3665,red
123-4808,red
281-6744,red
158-9756,red
09-9098,red
188-7566,red
59-3633,red
289-3407,red
55-521,red
53-1430,red
o-DanOlteanu,red
h-JayantRHaritsa,red
139-1090,red
76-3486,red
181-2695,red
28-10440,red
01-3996,red
97-3301,red
19-1374-5,red
358-8364,red
52-6987,skyblue
02-99-4,red
139-5123,red
161-2730,red
161-2736,red
141-2021,red
141-2020,red
49-4803,red
299-3210,red
59-4869,red
77-4229,red
19-484,red
d-AndreasDeutsch,red
303-0677,red
349-7929,red
304-5093,red
198-0754,red
c-SChakrabarti,red
243-3308,red
243-2992,red
198-5454,red
255-8545,red
228-2505,red
184-8833,red
248-7510,red
280-0440,red
06-111,red
198-5494,red
198-5464,red
151-0097,red
235-5564,red
155-0471,red
97-8395,red
224-6140,red
185-9663,red
340-4277,red
225-0516,red
301-5913,red
230-4496,red
307-6897,red
75-1850,red
74-1669,red
164-6597,red
124-3732,red
24-2949,red
28-9571,red
s-IngoScholtes,red
67-4271,red
221-3374,red
41-2060,red
205-2215,red
19-6964,red
74-1771,red
154-8755,red
238-2167,red
208-0006,red
48-2626-4,red
70-3304,red
278-1154,red
20-6161,red
93-5194,red
90-1687,red
c-PPChaudhuri,red
03-7035,red
244-0004,red
67-3314,red
178-2838,red
33-138,red
176-4212,red
176-4130,red
42-5314,red
35-11358,red
72-10957,red
g-ArobindaGupta,red
65-1522,red
29-5797,red
38-9508,red
77-9528,red
242-4243,red
242-4270,red
139-3292,red
139-3283,red
151-8410,red
50-5583,red
255-5004,red
216-3010,red
271-4746,red
319-4502,red
124-3803,red
237-2393,red
304-7583,red
156-9528,red
172-5430,red
148-4303,red
251-7278,red
164-6595,red
118-7174,red
123-8658,red
201-8360,red
124-3530,red
204-4346,red
204-4301,red
177-7760,red
80-3119,red
83-5288,red
80-3267,red
09-6690,red
65-1484,red
d-DebeshKumarDas,red
18-1028,red
90-5199,red
96-2634,red
37-4064,red
19-9251,red
90-2878,red
171-2233,red
27-10262,red
213-0908,red
166-8570-1,red
201-8348,red
186-8200,red
134-6808,red
201-8374,red
139-2321,red
74-3399-1,red
27-4483,red
252-5452,red
289-0115,red
10-2594,red
289-0018,red
64-6249,red
81-6959,red
258-3218,red
76-8410,red
225-4460,red
183-1311,red
24-4570,red
51-343,red
73-10042,red
136-7973,red
71-1301,red
140-9554,red
70-6739,red
95-6565,red
b-OBabaoglu,red
43-5555,red
99-3064,red
16-2885,red
99-618,red
94-5833,red
m-AlbertoMontresor,red
97-424,red
73-8260,red
03-5390,red
349-4342,red
305-3631,red
47-10552,red
12-9888,red
117-4358,red
211-9876,red
316-5503,red
271-3023,red
169-3429,red
307-3160,red
307-2795,red
218-0320,red
241-0402,red
164-8023,red
270-4024,red
270-4023,red
270-4014,red
37-4338,red
10-7062,red
20-4956,red
169-1752,red
298-4839,red
162-5030,red
29-1376,red
326-7241,red
326-7162,red
38-4522,red
48-7987,red
121-4522,red
183-4426,red
50-8162,red
221-3344,red
245-1571,red
41-10433,red
93-9023,red
218-2593,red
317-8289,red
233-8145,red
182-2338,red
233-8156,red
182-2071,red
19-3308,red
176-4083,red
176-4200,red
24-6847,red
129-8499,red
43-9377,red
169-6120,red
130-0390,red
147-9150,red
191-6050,red
200-8353,red
03-3200,red
303-0684,red
143-2863,red
96-6185,red
86-889,red
126-1768,red
202-5995,red
319-9900,red
22-437,red
11-2792,red
178-3617,red
34-9049-1,red
283-0510,red
342-7454,red
342-7203,red
03-9962,red
267-1903,red
267-1830,red
220-2486,red
252-5109,red
252-5446,red
252-5081,red
252-5537,red
171-2113,red
176-4245,red
215-3743,red
67-6126-2,red
154-8700,red
203-6288,red
203-6201,red
157-2383,red
157-8470,red
23-9299,red
07-6134,red
58-2920,red
120-0227,red
150-3703,red
266-8737,red
21-5958,red
15-958,red
245-3387,red
80-4108,red
34-8561,red
64-5995,red
61-11469,red
242-9555,red
s-RaviSundaram,red
133-2306,red
166-5945,red
266-2274,red
151-2153,red
23-6392,red
203-9041,red
19-4180,red
301-8944,red
27-7437,red
02-8195,red
233-1417,red
255-0017,red
211-2857,red
92-156,red
92-9376,red
188-5984,red
188-5933,red
88-9184,red
183-7778,red
64-4398,red
22-5609,red
172-0876,red
206-6354,red
14-1342,red
207-6462,red
25-1574,red
247-9913,red
130-3870,red
275-1791,red
14-4836-1,red
76-4384,red
188-9080,red
24-604,red
64-11189,red
147-2146,red
272-8869,red
272-8929,red
272-8782,red
169-9962,red
20-6100,red
12-9377,red
31-4182,red
198-8691,red
35-10263,red
118-5298,red
139-9735,red
87-3057,red
267-3290,red
181-2689-1,skyblue
51-6155,red
36-1341-2,red
187-4471,red
92-309-1,red
55-5814,red
213-6046,red
22-8016,red
218-7410,red
08-890-1,red
05-3054-16,red
253-1898,red
329-6049,red
17-6729,red
254-1779,red
178-8638-1,red
32-34-2,red
82-2689,red
73-2624,red
40-1491,red
l-WenyinLiu,red
52-94-2,red
94-3601,red
197-4350,red
195-3062,red
83-8908,red
07-9079,red
70-880,red
89-9078,red
29-5040,red
51-769,red
y-JianYang1,red
d-GuozhuDong,red
02-8276,red
00-4558,red
90-1629,red
25-3419,red
212-7871,red
21-1550-1,red
38-1076,red
64-10812,red
91-4572,red
k-IreneSYKwan,red
13-4914,red
44-3684-12,red
187-1611,red
127-6120,red
126-8982,red
58-8549,red
201-9600,red
175-5398,red
91-4100-1,red
16-4505,red
56-4437,red
d-DovDori,red
42-4256,red
19-2776,red
z-HongJiangZhang,red
68-2992-1,red
130-8341,red
62-6271,red
28-2531,red
27-4364,red
18-58,red
36-3071-1,red
51-5775,red
01-1235-1,red
06-8349-3,red
220-8812,red
44-6351,red
61-3467,red
355-8626,red
119-6126,red
67-9902,red
95-6295,red
09-6889,red
94-6214,red
18-9991,red
77-6228,red
06-449-1,red
40-689,red
46-2375-8,red
239-4437,red
c-XiaofengChen,red
74-4514,red
z-YiZhuang,red
97-4708,red
30-289,red
239-4415,red
91-8490,red
17-5583,red
s-JaideepSrivastava,red
81-3757,red
z-HaiZhuge,red
y-JunYang3,red
15-4553,red
58-4525,red
06-3331,red
01-5394,red
97-1491,red
62-302,red
84-6394-1,red
41-3705,red
77-3497,red
116-1011,red
139-7660,red
97-2274-43,red
73-6274,red
115-6036,red
l-HofungLeung,red
181-2867-2,red
29-4190-38,red
63-4996,red
150-9871,red
12-5838-36,red
18-3173,red
68-790,red
10-3072,red
169-8265,red
83-1828,red
32-1518,red
62-886-3,red
25-13,red
75-7811-1,red
60-4971,red
74-6770,red
l-RynsonWHLau,red
06-1887,red
c-LIreneCheng,red
l-FHLochovsky,red
174-3120,red
55-11145,red
71-2140,red
160-7635,red
07-5868,red
44-6108,red
299-9514,red
l-ZhifeiLi-2,red
30-1721,red
86-10860,red
88-2113,red
41-4923,red
07-258,red
c-WeiChen4,red
156-1243,red
z-NanZhang4,red
89-2972,red
58-4464,red
28-1279,red
39-193,red
74-3980,red
s-MarcSpaniol,red
k-RalfKlamma,red
08-5313,red
17-841,red
w-LizheWang,red
78-570,red
79-6133,red
s-MarcusSpecht,red
87-6030,red
50-6516,red
s-DemetriosGSampson,red
46-2896,red
l-HongVaLeong,red
207-7927,red
93-4010-31,red
304-1399,red
254-5174,red
262-3536,red
99-111-1,red
90-5936,red
93-3091,red
93-4303,red
89-241,red
62-3489,red
268-1450,red
254-8208,red
21-9583,red
30-1377,red
49-755,red
03-3486,red
58-2598,red
45-4923,red
24-235,red
36-6525,red
116-6899-2,red
308-3081,red
60-987,red
61-6078,red
10-2777,red
78-1560,red
328-8349,red
88-8621,red
344-6226,red
152-2336,red
96-8762,red
70-4288,red
05-3054-12,red
42-4142-2,red
15-2402-2,red
77-3132,red
262-2474,red
48-2709-1,red
50-3146-1,red
16-1876,red
51-6331,red
74-3786,red
256-0341,red
15-5283,red
24-7032,red
80-2314,red
z-JunZhang3,red
324-1210,red
335-1906,red
01-5332,red
123-7707,red
225-6908,red
354-8152,red
190-0548,red
19-2395,red
88-4262,red
t-ChangjieTang,red
68-2117,red
57-1667-1,red
38-559,red
131-2826-1,red
84-2613,red
59-2775,red
142-5713,red
90-1767,red
67-2010-10,red
193-7959,red
15-10582,red
74-3437-9,red
44-6976,red
83-2535-1,red
09-669,red
122-9619,red
43-6008-2,red
46-999-11,red
326-5660,red
19-5112,red
171-0962,red
274-7151,red
128-6972-1,red
06-6785-1,red
28-9988,red
67-2674-1,red
229-4539,red
71-2834,red
298-0281,red
l-KuanChingLi,red
73-6038-1,red
30-4265,red
75-3547,red
13-5235,red
50-3993-7,red
30-10858,red
82-10856,red
139-5895,red
l-MingluLi,red
s-StefanoSpaccapietra,red
01-5809,red
07-4182-0001,red
60-8180,red
274-6348,red
322-5787,red
17-8559,red
69-1655,red
c-JiannongCao,red
25-692-1,red
90-8279,red
206-7306,red
24-6606,red
165-0514,red
l-RaymondYKLau,red
48-9663,red
82-6971,red
86-3464-2,red
86-3464,red
280-0033,red
86-2081,red
95-578-1,red
365-4341,red
175-8440-2,red
56-1917,red
73-7536,red
207-1920,red
51-3036,red
143-0426,red
27-8052,red
41-5979,red
60-2178,red
85-8842,red
291-8865,red
86-5681,red
29-240,red
91-4884,red
37-4767,red
150-6967,red
285-6957,red
210-3589,red
20-1707,red
48-1786,red
14-5173,red
30-5346,red
l-DikLunLee,red
21-6288,red
36-424,red
k-HiroyukiKitagawa,red
i-YoshiharuIshikawa,red
262-9837-4,red
168-0673,red
244-2483,red
28-6300,red
08-6001-16,red
40-5402,red
14-2352,red
299-0640,red
172-0995,red
57-4707,red
140-6459,red
77-3198,red
03-7883,red
81-6701,red
34-2700,red
99-4694-1,red
44-1356-1,red
38-5823,red
98-418,red
10-3489,red
21-6603,red
120-6190,red
13-4719,red
164-3294-23,red
187-6717,red
187-6872,red
187-6691,red
89-1642,red
h-PCKHung,red
74-1602,red
21-3047,red
68-1240,red
01-3283,red
46-11145,red
d-XiaotieDeng,red
95-4513,red
58-2893,red
21-1512,red
69-3238,red
266-2968,red
29-3826,red
84-9041,red
289-2894,red
22-1509,red
20-6446,red
86-2159,red
341-1311,red
190-7703,red
247-5693,red
93-4766,red
p-MPPapazoglou,red
h-JoshuaZhexueHuang,red
36-996,red
239-4461,red
57-8298,red
81-4345-10,red
33-5448,red
33-9469,red
250-2528,red
255-8703,red
332-5758,red
87-2948,red
00-4248,red
65-6717,red
53-4481-8,red
06-4489-2,red
30-6838,red
j-TaoJiang13,red
13-5236,red
l-DanLin,red
212-4824,red
39-2115,red
22-3837,red
18-1763-17,red
72-3859,red
48-5943,red
152-2570,red
31-7149-1,red
19-11348,red
194-9838,red
r-GustavoRossi,red
224-6053,red
256-7687,red
68-1284,red
32-971,red
83-5342-5,red
294-1691,red
294-0951,red
294-0958,red
52-5500,red
38-3667,red
41-3196,red
52-6599,red
19-1228,red
121-1055,red
22-1805-14,red
215-6549,red
299-8134,red
357-3204,red
45-7183,red
33-4054-9,red
31-9013,red
136-8642,red
48-450-9,red
63-1591,red
286-0139,red
73-2252-1,red
333-6852,red
168-4683,red
200-1423,red
210-0898,red
55-2285-1,red
24-5222,red
123-4950,red
43-2474-16,red
02-8202,red
37-4570,red
65-7184,red
87-6284-2,red
178-4471,red
02-4027,red
154-4062,red
01-2478-8,red
64-5845,red
z-JLeonZhao,red
62-1052-1,red
87-7054,red
98-10002,red
c-SCCheung,red
138-2483,red
339-2501,red
201-2793,red
217-2520,red
60-3796,red
94-3104,red
39-6103,red
82-6998,red
31-8435,red
83-5560,red
11-1735,red
34-4111,red
66-2173-9,red
72-5816,red
154-0895,red
17-5699,red
l-VictorCSLee,red
25-7394,red
209-2900,red
o-MehmetAOrgun,red
302-7914,red
30-8399,red
264-2603,red
239-9182,red
